change_percent,change_value,first,gregorian_date,last,max,min,solar_date
3.26%,1430000,"45,420,000",2019/07/11,"45,230,000","45,460,000","45,110,000",1398/04/20
0.15%,70000,"45,300,000",2019/07/10,"45,300,000","45,390,000","45,110,000",1398/04/19
-0.24%,-110000,"45,420,000",2019/07/09,"45,190,000","45,550,000","45,030,000",1398/04/18
0.44%,200000,"45,670,000",2019/07/08,"45,390,000","45,820,000","45,390,000",1398/04/17
0.75%,340000,"46,450,000",2019/07/07,"45,730,000","46,450,000","45,590,000",1398/04/16
1.6%,730000,"45,990,000",2019/07/06,"46,460,000","46,610,000","45,530,000",1398/04/15
-0.96%,-440000,"45,350,000",2019/07/04,"46,020,000","46,050,000","45,350,000",1398/04/13
-1.41%,-640000,"45,500,000",2019/07/03,"45,380,000","45,600,000","45,350,000",1398/04/12
-0.62%,-280000,"45,310,000",2019/07/02,"45,100,000","45,520,000","44,960,000",1398/04/11
0.6%,270000,"44,830,000",2019/07/01,"45,370,000","45,560,000","44,660,000",1398/04/10
0.02%,10000,"45,820,000",2019/06/30,"45,380,000","45,930,000","45,310,000",1398/04/9
2.03%,920000,"46,250,000",2019/06/27,"46,300,000","46,430,000","46,100,000",1398/04/6
0.06%,30000,"46,180,000",2019/06/26,"46,330,000","46,360,000","46,130,000",1398/04/5
1.06%,490000,"46,960,000",2019/06/25,"46,820,000","47,110,000","46,580,000",1398/04/4
0.32%,150000,"47,320,000",2019/06/24,"46,970,000","47,320,000","46,910,000",1398/04/3
,0,"46,200,000",2019/06/23,"46,970,000","47,090,000","46,190,000",1398/04/2
-2.02%,-930000,"46,340,000",2019/06/22,"46,040,000","46,790,000","45,990,000",1398/04/1
2.15%,990000,"46,240,000",2019/06/20,"47,030,000","47,090,000","46,190,000",1398/03/30
-1.36%,-630000,"46,150,000",2019/06/19,"46,400,000","46,540,000","45,840,000",1398/03/29
-0.45%,-210000,"46,680,000",2019/06/18,"46,190,000","46,950,000","45,980,000",1398/03/28
0.91%,420000,"47,410,000",2019/06/17,"46,610,000","47,440,000","46,570,000",1398/03/27
2.02%,940000,"47,380,000",2019/06/16,"47,550,000","47,900,000","47,170,000",1398/03/26
-1.17%,-550000,"46,510,000",2019/06/15,"47,000,000","47,060,000","46,210,000",1398/03/25
-2.89%,-1320000,"45,630,000",2019/06/13,"45,680,000","45,680,000","45,630,000",1398/03/23
-1.24%,-560000,"45,040,000",2019/06/12,"45,120,000","45,360,000","44,750,000",1398/03/22
-0.29%,-130000,"45,150,000",2019/06/11,"44,990,000","45,270,000","44,670,000",1398/03/21
0.64%,290000,"44,610,000",2019/06/10,"45,280,000","45,380,000","44,230,000",1398/03/20
-1.39%,-620000,"44,870,000",2019/06/09,"44,660,000","44,910,000","44,180,000",1398/03/19
1.32%,590000,"46,210,000",2019/06/08,"45,250,000","46,290,000","45,190,000",1398/03/18
0.6%,270000,"45,410,000",2019/06/03,"45,520,000","45,630,000","45,200,000",1398/03/13
-0.22%,-100000,"46,060,000",2019/06/02,"45,420,000","46,160,000","45,250,000",1398/03/12
1.89%,860000,"46,450,000",2019/06/01,"46,280,000","46,630,000","46,130,000",1398/03/11
-0.09%,-40000,"46,110,000",2019/05/30,"46,240,000","46,470,000","45,990,000",1398/03/9
0.04%,20000,"45,710,000",2019/05/29,"46,260,000","46,610,000","45,200,000",1398/03/8
-0.26%,-120000,"47,110,000",2019/05/28,"46,140,000","47,190,000","46,030,000",1398/03/7
4.38%,2020000,"47,800,000",2019/05/26,"48,160,000","48,210,000","47,470,000",1398/03/5
-0.61%,-290000,"48,140,000",2019/05/25,"47,870,000","48,430,000","47,660,000",1398/03/4
-0.44%,-210000,"48,120,000",2019/05/23,"47,660,000","48,130,000","47,320,000",1398/03/2
1.3%,620000,"47,910,000",2019/05/22,"48,280,000","48,330,000","47,570,000",1398/03/1
-2.05%,-970000,"46,690,000",2019/05/21,"47,310,000","47,640,000","45,820,000",1398/02/31
-0.83%,-390000,"47,610,000",2019/05/20,"46,920,000","49,260,000","46,120,000",1398/02/30
2.49%,1170000,"49,110,000",2019/05/19,"48,090,000","49,110,000","48,050,000",1398/02/29
1.75%,840000,"49,410,000",2019/05/18,"48,930,000","49,590,000","48,870,000",1398/02/28
1.04%,510000,"49,660,000",2019/05/16,"49,440,000","49,690,000","49,240,000",1398/02/26
0.75%,370000,"50,360,000",2019/05/15,"49,810,000","50,410,000","49,760,000",1398/02/25
1.35%,670000,"49,910,000",2019/05/14,"50,480,000","50,510,000","49,860,000",1398/02/24
-0.76%,-380000,"50,530,000",2019/05/13,"50,100,000","50,560,000","49,820,000",1398/02/23
-0.3%,-150000,"50,430,000",2019/05/12,"49,950,000","50,460,000","49,790,000",1398/02/22
1.82%,910000,"51,500,000",2019/05/11,"50,860,000","51,580,000","50,540,000",1398/02/21
1.45%,740000,"51,600,000",2019/05/09,"51,600,000","51,860,000","51,410,000",1398/02/19
-0.19%,-100000,"51,080,000",2019/05/08,"51,500,000","51,710,000","50,930,000",1398/02/18
-0.47%,-240000,"51,110,000",2019/05/07,"51,260,000","51,510,000","49,030,000",1398/02/17
-0.31%,-160000,"50,280,000",2019/05/06,"51,100,000","51,130,000","50,240,000",1398/02/16
-1.73%,-870000,"50,940,000",2019/05/05,"50,230,000","51,110,000","50,180,000",1398/02/15
0.8%,400000,"50,050,000",2019/05/04,"50,630,000","50,870,000","49,970,000",1398/02/14
-0.84%,-420000,"50,390,000",2019/05/02,"50,210,000","50,510,000","50,120,000",1398/02/12
-0.26%,-130000,"49,970,000",2019/05/01,"50,080,000","50,430,000","49,750,000",1398/02/11
-0.95%,-470000,"49,380,000",2019/04/30,"49,610,000","49,750,000","49,220,000",1398/02/10
0.22%,110000,"49,780,000",2019/04/29,"49,720,000","49,860,000","49,390,000",1398/02/9
0.78%,390000,"50,310,000",2019/04/28,"50,110,000","50,330,000","49,610,000",1398/02/8
-0.42%,-210000,"49,040,000",2019/04/27,"49,900,000","49,940,000","48,940,000",1398/02/7
-1.92%,-940000,"49,190,000",2019/04/25,"48,960,000","49,210,000","48,810,000",1398/02/5
0.22%,110000,"48,520,000",2019/04/24,"49,070,000","49,110,000","48,330,000",1398/02/4
-1.11%,-540000,"48,610,000",2019/04/23,"48,530,000","49,010,000","48,380,000",1398/02/3
0.27%,130000,"47,390,000",2019/04/22,"48,660,000","48,660,000","47,340,000",1398/02/2
-2.7%,-1280000,"47,570,000",2019/04/20,"47,380,000","47,670,000","47,180,000",1398/01/31
-0.28%,-130000,"47,620,000",2019/04/18,"47,250,000","47,720,000","47,150,000",1398/01/29
0.57%,270000,"47,410,000",2019/04/17,"47,520,000","47,890,000","47,200,000",1398/01/28
-1.65%,-770000,"47,230,000",2019/04/16,"46,750,000","47,420,000","46,600,000",1398/01/27
3.74%,1750000,"48,290,000",2019/04/15,"48,500,000","48,810,000","48,140,000",1398/01/26
-0.69%,-330000,"47,450,000",2019/04/14,"48,170,000","48,300,000","47,410,000",1398/01/25
-0.86%,-410000,"46,890,000",2019/04/13,"47,760,000","47,780,000","46,810,000",1398/01/24
,0,"47,780,000",2019/04/11,"47,760,000","48,210,000","47,240,000",1398/01/22
1.42%,680000,"49,640,000",2019/04/10,"48,440,000","49,660,000","48,100,000",1398/01/21
2.52%,1220000,"50,400,000",2019/04/09,"49,660,000","52,060,000","49,310,000",1398/01/20
0.52%,260000,"48,480,000",2019/04/08,"49,920,000","49,940,000","48,440,000",1398/01/19
-3.08%,-1490000,"47,950,000",2019/04/07,"48,430,000","48,430,000","47,560,000",1398/01/18
-2%,-950000,"46,960,000",2019/04/06,"47,480,000","47,500,000","46,810,000",1398/01/17
-1.98%,-920000,"46,530,000",2019/04/04,"46,560,000","46,560,000","46,420,000",1398/01/15
0.47%,220000,"46,710,000",2019/03/31,"46,780,000","46,860,000","46,600,000",1398/01/11
-0.24%,-110000,"46,710,000",2019/03/30,"46,670,000","46,830,000","46,500,000",1398/01/10
0.36%,170000,"46,800,000",2019/03/27,"46,840,000","46,880,000","46,690,000",1398/01/7
-0.67%,-310000,"46,180,000",2019/03/26,"46,530,000","46,580,000","46,170,000",1398/01/6
-0.52%,-240000,"46,430,000",2019/03/25,"46,290,000","46,440,000","46,150,000",1398/01/5
0.71%,330000,"46,100,000",2019/03/19,"46,620,000","46,870,000","45,900,000",1397/12/28
-1.04%,-480000,"45,480,000",2019/03/18,"46,140,000","46,160,000","45,170,000",1397/12/27
-1.36%,-620000,"45,940,000",2019/03/17,"45,520,000","46,020,000","45,170,000",1397/12/26
1.12%,510000,"46,020,000",2019/03/16,"46,030,000","46,440,000","45,920,000",1397/12/25
0.74%,340000,"46,310,000",2019/03/14,"46,370,000","46,620,000","45,960,000",1397/12/23
0.32%,150000,"45,590,000",2019/03/13,"46,520,000","46,680,000","44,780,000",1397/12/22
-4.35%,-1940000,"44,630,000",2019/03/12,"44,580,000","44,840,000","44,370,000",1397/12/21
0.25%,110000,"44,840,000",2019/03/11,"44,690,000","45,030,000","44,520,000",1397/12/20
0.58%,260000,"45,660,000",2019/03/10,"44,950,000","45,680,000","44,840,000",1397/12/19
1.2%,540000,"45,690,000",2019/03/09,"45,490,000","45,710,000","45,040,000",1397/12/18
-2.09%,-930000,"44,910,000",2019/03/07,"44,560,000","45,260,000","44,460,000",1397/12/16
0.96%,430000,"45,690,000",2019/03/06,"44,990,000","46,150,000","44,620,000",1397/12/15
0.24%,110000,"44,060,000",2019/03/05,"45,100,000","45,390,000","43,990,000",1397/12/14
-2.08%,-920000,"44,300,000",2019/03/04,"44,180,000","44,600,000","43,500,000",1397/12/13
1.11%,490000,"45,820,000",2019/03/03,"44,670,000","45,820,000","44,400,000",1397/12/12
2.96%,1320000,"46,600,000",2019/03/02,"45,990,000","47,170,000","45,850,000",1397/12/11
0.24%,110000,"45,970,000",2019/02/28,"46,100,000","46,200,000","45,500,000",1397/12/9
0.65%,300000,"46,225,000",2019/02/27,"46,400,000","46,640,000","45,935,000",1397/12/8
0.5%,230000,"47,580,000",2019/02/26,"46,630,000","47,580,000","46,260,000",1397/12/7
-0.32%,-150000,"47,495,000",2019/02/25,"46,480,000","48,210,000","46,480,000",1397/12/6
3.04%,1415000,"47,720,000",2019/02/24,"47,895,000","48,810,000","47,150,000",1397/12/5
-1.93%,-905000,"45,600,000",2019/02/23,"46,990,000","47,195,000","45,520,000",1397/12/4
-2.24%,-1030000,"45,670,000",2019/02/21,"45,960,000","45,935,000","45,050,000",1397/12/2
0.02%,10000,"45,235,000",2019/02/20,"45,970,000","46,185,000","44,815,000",1397/12/1
-2.53%,-1135000,"44,495,000",2019/02/19,"44,835,000","45,060,000","44,290,000",1397/11/30
-0.8%,-355000,"43,785,000",2019/02/18,"44,480,000","44,925,000","43,785,000",1397/11/29
-1.96%,-855000,"43,525,000",2019/02/17,"43,625,000","43,690,000","43,120,000",1397/11/28
-0.9%,-390000,"42,500,000",2019/02/16,"43,235,000","43,280,000","42,495,000",1397/11/27
-1.75%,-745000,"42,730,000",2019/02/14,"42,490,000","42,905,000","42,440,000",1397/11/25
1.05%,445000,"43,100,000",2019/02/13,"42,935,000","43,150,000","42,440,000",1397/11/24
-0.39%,-165000,"42,220,000",2019/02/12,"42,770,000","42,850,000","42,180,000",1397/11/23
-1.02%,-430000,"42,210,000",2019/02/10,"42,340,000","42,520,000","41,900,000",1397/11/21
-2.25%,-930000,"42,090,000",2019/02/07,"41,410,000","42,100,000","41,240,000",1397/11/18
1.69%,700000,"41,710,000",2019/02/05,"42,110,000","42,390,000","41,710,000",1397/11/16
-1.23%,-510000,"40,750,000",2019/02/04,"41,600,000","41,770,000","40,720,000",1397/11/15
-1.66%,-680000,"39,880,000",2019/02/03,"40,920,000","41,520,000","39,880,000",1397/11/14
-2.87%,-1140000,"41,360,000",2019/02/02,"39,780,000","41,360,000","39,780,000",1397/11/13
4.02%,1600000,"42,050,000",2019/01/31,"41,380,000","42,050,000","41,380,000",1397/11/11
1.62%,670000,"42,610,000",2019/01/30,"42,050,000","42,610,000","42,050,000",1397/11/10
0.81%,340000,"42,230,000",2019/01/29,"42,390,000","42,460,000","41,620,000",1397/11/9
-0.88%,-370000,"41,510,000",2019/01/28,"42,020,000","42,140,000","41,410,000",1397/11/8
-1.23%,-510000,"41,610,000",2019/01/27,"41,510,000","41,610,000","41,510,000",1397/11/7
-0.05%,-20000,"40,480,000",2019/01/26,"41,490,000","41,560,000","40,480,000",1397/11/6
-2.02%,-820000,"40,530,000",2019/01/24,"40,670,000","40,840,000","40,490,000",1397/11/4
-0.32%,-130000,"39,860,000",2019/01/23,"40,540,000","40,760,000","39,860,000",1397/11/3
-0.9%,-360000,"40,480,000",2019/01/22,"40,180,000","41,310,000","40,290,000",1397/11/2
1.23%,495000,"40,100,000",2019/01/21,"40,675,000","40,855,000","40,100,000",1397/11/1
-1.79%,-715000,"39,620,000",2019/01/20,"39,960,000","40,300,000","39,430,000",1397/10/30
-1.11%,-440000,"38,900,000",2019/01/19,"39,520,000","39,610,000","38,900,000",1397/10/29
-1.59%,-620000,"39,361,000",2019/01/17,"38,900,000","39,361,000","38,900,000",1397/10/27
0.87%,340000,"38,860,000",2019/01/16,"39,240,000","39,410,000","38,670,000",1397/10/26
-0.87%,-340000,"38,570,000",2019/01/15,"38,900,000","39,150,000","38,430,000",1397/10/25
-1.17%,-450000,"37,650,000",2019/01/14,"38,450,000","38,450,000","37,650,000",1397/10/24
-2.12%,-800000,"39,300,000",2019/01/13,"37,650,000","39,300,000","37,650,000",1397/10/23
3.51%,1320000,"38,450,000",2019/01/12,"38,970,000","39,150,000","38,450,000",1397/10/22
-1.99%,-760000,"38,040,000",2019/01/10,"38,210,000","38,555,000","37,850,000",1397/10/20
